dataset,filename,ita,category
non_dfu,wound_main-0913.jpg,50.78,Light
non_dfu,wound_main-0914.jpg,-5.62,Brown
non_dfu,wound_main-0915.jpg,55.45,Very Light
non_dfu,wound_main-0916.jpg,52.47,Light
non_dfu,wound_main-0917.jpg,57.52,Very Light
non_dfu,wound_main-0918.jpg,-21.52,Brown
non_dfu,wound_main-0919.jpg,-1.45,Brown
non_dfu,wound_main-0920.jpg,0.57,Brown
non_dfu,wound_main-0921.jpg,71.8,Very Light
non_dfu,wound_main-0922.jpg,14.01,Tan
non_dfu,wound_main-0923.jpg,-53.01,Dark
non_dfu,wound_main-0924.jpg,-56.13,Dark
non_dfu,wound_main-0925.jpg,-62.2,Dark
non_dfu,wound_main-0926.jpg,-79.24,Dark
non_dfu,wound_main-0927.jpg,-41.47,Dark
non_dfu,wound_main-0928.jpg,-23.03,Brown
non_dfu,wound_main-0929.jpg,-3.51,Brown
non_dfu,wound_main-0930.jpg,12.18,Tan
non_dfu,wound_main-0931.jpg,19.61,Tan
non_dfu,wound_main-0932.jpg,-27.16,Brown
non_dfu,wound_main-0933.jpg,33.75,Intermediate
non_dfu,wound_main-0934.jpg,-33.07,Dark
non_dfu,wound_main-0935.jpg,-63.64,Dark
non_dfu,wound_main-0936.jpg,15.17,Tan
non_dfu,wound_main-0937.jpg,-50.76,Dark
non_dfu,wound_main-0938.jpg,-45.15,Dark
non_dfu,wound_main-0939.jpg,2.96,Brown
non_dfu,wound_main-0940.jpg,40.38,Intermediate
non_dfu,wound_main-0941.jpg,43.41,Light
non_dfu,wound_main-0942.jpg,48.81,Light
non_dfu,wound_main-0943.jpg,50.99,Light
non_dfu,wound_main-0944.jpg,26.8,Tan
non_dfu,wound_main-0945.jpg,16.98,Tan
non_dfu,wound_main-0946.jpg,29.02,Intermediate
non_dfu,wound_main-0947.jpg,39.05,Intermediate
non_dfu,wound_main-0948.jpg,-50.98,Dark
non_dfu,wound_main-0949.jpg,-57.25,Dark
non_dfu,wound_main-0950.jpg,-60.03,Dark
non_dfu,wound_main-0951.jpg,2.73,Brown
non_dfu,wound_main-0952.jpg,19.39,Tan
non_dfu,wound_main-0953.jpg,6.62,Brown
non_dfu,wound_main-0954.jpg,14.11,Tan
non_dfu,wound_main-0955.jpg,-31.4,Dark
non_dfu,wound_main-0956.jpg,-29.52,Brown
non_dfu,wound_main-0957.jpg,4.96,Brown
non_dfu,wound_main-0958.jpg,-20.27,Brown
non_dfu,wound_main-0959.jpg,-10.51,Brown
non_dfu,wound_main-0960.jpg,-28.76,Brown
non_dfu,wound_main-0961.jpg,11.59,Tan
non_dfu,wound_main-0962.jpg,-46.67,Dark
non_dfu,wound_main-0963.jpg,27.53,Tan
non_dfu,wound_main-0964.jpg,-69.33,Dark
non_dfu,wound_main-0965.jpg,-64.07,Dark
non_dfu,wound_main-0966.jpg,36.89,Intermediate
non_dfu,wound_main-0967.jpg,71.51,Very Light
non_dfu,wound_main-0968.jpg,7.63,Brown
non_dfu,wound_main-0969.jpg,26.18,Tan
non_dfu,wound_main-0970.jpg,42.41,Light
non_dfu,wound_main-0971.jpg,-65.27,Dark
non_dfu,wound_main-0972.jpg,-71.13,Dark
non_dfu,wound_main-0973.jpg,19.6,Tan
non_dfu,wound_main-0974.jpg,39.15,Intermediate
non_dfu,wound_main-0975.jpg,-33.8,Dark
non_dfu,wound_main-0976.jpg,-52.94,Dark
non_dfu,wound_main-0977.jpg,17.65,Tan
non_dfu,wound_main-0978.jpg,-69.6,Dark
non_dfu,wound_main-0979.jpg,-38.49,Dark
non_dfu,wound_main-0980.jpg,69.41,Very Light
non_dfu,wound_main-0981.jpg,-6.19,Brown
non_dfu,wound_main-0982.jpg,22.62,Tan
non_dfu,wound_main-0983.jpg,24.34,Tan
non_dfu,wound_main-0984.jpg,-64.33,Dark
non_dfu,wound_main-0985.jpg,50.29,Light
non_dfu,wound_main-0986.jpg,83.09,Very Light
non_dfu,wound_main-0987.jpg,22.0,Tan
non_dfu,wound_main-0988.jpg,64.29,Very Light
non_dfu,wound_main-0989.jpg,-64.97,Dark
non_dfu,wound_main-0990.jpg,26.83,Tan
non_dfu,wound_main-0991.jpg,44.53,Light
non_dfu,wound_main-0992.jpg,25.46,Tan
non_dfu,wound_main-0993.jpg,34.87,Intermediate
non_dfu,wound_main-0994.jpg,20.99,Tan
non_dfu,wound_main-0995.jpg,13.23,Tan
non_dfu,wound_main-0996.jpg,41.31,Light
non_dfu,wound_main-0997.jpg,29.71,Intermediate
non_dfu,wound_main-0998.jpg,20.67,Tan
non_dfu,wound_main-0999.jpg,-60.23,Dark
non_dfu,wound_main-1000.jpg,-79.94,Dark
non_dfu,wound_main-1001.jpg,-38.9,Dark
non_dfu,wound_main-1002.jpg,-45.12,Dark
non_dfu,wound_main-1003.jpg,-7.34,Brown
non_dfu,wound_main-1004.jpg,1.48,Brown
non_dfu,wound_main-1005.jpg,-35.75,Dark
non_dfu,wound_main-1006.jpg,-7.85,Brown
non_dfu,wound_main-1007.jpg,14.57,Tan
non_dfu,wound_main-1008.jpg,5.57,Brown
non_dfu,wound_main-1009.jpg,24.92,Tan
non_dfu,wound_main-1010.jpg,63.74,Very Light
non_dfu,wound_main-1011.jpg,-47.87,Dark
non_dfu,wound_main-1012.jpg,-65.05,Dark
non_dfu,wound_main-1013.jpg,-66.86,Dark
non_dfu,wound_main-1014.jpg,-48.84,Dark
non_dfu,wound_main-1015.jpg,-42.16,Dark
non_dfu,wound_main-1016.jpg,-73.38,Dark
non_dfu,wound_main-1017.jpg,-83.31,Dark
non_dfu,wound_main-1018.jpg,-77.03,Dark
non_dfu,wound_main-1019.jpg,-81.68,Dark
non_dfu,wound_main-1020.jpg,-49.77,Dark
non_dfu,wound_main-1021.jpg,-30.57,Dark
non_dfu,wound_main-1022.jpg,70.74,Very Light
non_dfu,wound_main-1023.jpg,27.49,Tan
non_dfu,wound_main-1024.jpg,46.54,Light
non_dfu,wound_main-1025.jpg,-58.52,Dark
non_dfu,wound_main-1026.jpg,-68.23,Dark
non_dfu,wound_main-1027.jpg,-20.59,Brown
non_dfu,wound_main-1028.jpg,-22.88,Brown
non_dfu,wound_main-1029.jpg,-40.36,Dark
non_dfu,wound_main-1030.jpg,-75.28,Dark
non_dfu,wound_main-1031.jpg,-32.15,Dark
non_dfu,wound_main-1032.jpg,-30.07,Dark
non_dfu,wound_main-1033.jpg,83.7,Very Light
non_dfu,wound_main-1034.jpg,-68.62,Dark
non_dfu,wound_main-1035.jpg,-63.24,Dark
non_dfu,wound_main-1036.jpg,-19.61,Brown
non_dfu,wound_main-1037.jpg,-25.77,Brown
non_dfu,wound_main-1038.jpg,-40.15,Dark
non_dfu,wound_main-1039.jpg,-39.39,Dark
non_dfu,wound_main-1040.jpg,41.25,Light
non_dfu,wound_main-1041.jpg,11.2,Tan
non_dfu,wound_main-1042.jpg,11.33,Tan
non_dfu,wound_main-1043.jpg,9.24,Brown
non_dfu,wound_main-1044.jpg,-88.53,Dark
non_dfu,wound_main-1045.jpg,-76.72,Dark
non_dfu,wound_main-1046.jpg,-91.14,Dark
non_dfu,wound_main-1047.jpg,-87.36,Dark
non_dfu,wound_main-1048.jpg,-37.83,Dark
non_dfu,wound_main-1049.jpg,-75.66,Dark
non_dfu,wound_main-1050.jpg,-73.41,Dark
non_dfu,wound_main-1051.jpg,-48.6,Dark
non_dfu,wound_main-1052.jpg,7.18,Brown
non_dfu,wound_main-1053.jpg,-49.38,Dark
non_dfu,wound_main-1054.jpg,-37.27,Dark
non_dfu,wound_main-1055.jpg,-12.78,Brown
non_dfu,wound_main-1056.jpg,-69.59,Dark
non_dfu,wound_main-1057.jpg,-66.08,Dark
non_dfu,wound_main-1058.jpg,-41.34,Dark
non_dfu,wound_main-1059.jpg,-15.79,Brown
non_dfu,wound_main-1060.jpg,3.42,Brown
non_dfu,wound_main-1061.jpg,-21.62,Brown
non_dfu,wound_main-1062.jpg,40.88,Intermediate
non_dfu,wound_main-1063.jpg,-15.82,Brown
non_dfu,wound_main-1064.jpg,24.11,Tan
non_dfu,wound_main-1065.jpg,84.35,Very Light
non_dfu,wound_main-1066.jpg,30.98,Intermediate
non_dfu,wound_main-1067.jpg,11.15,Tan
non_dfu,wound_main-1068.jpg,48.94,Light
non_dfu,wound_main-1069.jpg,-78.89,Dark
non_dfu,wound_main-1070.jpg,-71.55,Dark
non_dfu,wound_main-1071.jpg,-73.23,Dark
non_dfu,wound_main-1072.jpg,5.73,Brown
non_dfu,wound_main-1073.jpg,21.49,Tan
non_dfu,wound_main-1074.jpg,167.34,Very Light
non_dfu,wound_main-1075.jpg,-47.37,Dark
non_dfu,wound_main-1076.jpg,32.04,Intermediate
non_dfu,wound_main-1077.jpg,71.49,Very Light
non_dfu,wound_main-1078.jpg,-58.74,Dark
non_dfu,wound_main-1079.jpg,-85.8,Dark
non_dfu,wound_main-1080.jpg,-79.01,Dark
non_dfu,wound_main-1081.jpg,-64.92,Dark
non_dfu,wound_main-1082.jpg,8.34,Brown
non_dfu,wound_main-1083.jpg,-78.1,Dark
non_dfu,wound_main-1084.jpg,59.02,Very Light
non_dfu,wound_main-1085.jpg,53.6,Light
non_dfu,wound_main-1086.jpg,-69.76,Dark
non_dfu,wound_main-1087.jpg,-34.96,Dark
non_dfu,wound_main-1088.jpg,-59.62,Dark
non_dfu,wound_main-1089.jpg,-31.19,Dark
non_dfu,wound_main-1090.jpg,-6.1,Brown
non_dfu,wound_main-1091.jpg,11.24,Tan
non_dfu,wound_main-1092.jpg,-12.23,Brown
non_dfu,wound_main-1093.jpg,-62.7,Dark
non_dfu,wound_main-1094.jpg,-77.84,Dark
non_dfu,wound_main-1095.jpg,-4.16,Brown
non_dfu,wound_main-1096.jpg,-4.3,Brown
non_dfu,wound_main-1097.jpg,-55.15,Dark
non_dfu,wound_main-1098.jpg,-36.93,Dark
non_dfu,wound_main-1099.jpg,63.13,Very Light
non_dfu,wound_main-1100.jpg,-60.55,Dark
non_dfu,wound_main-1101.jpg,1.71,Brown
non_dfu,wound_main-1102.jpg,-21.33,Brown
non_dfu,wound_main-1103.jpg,24.41,Tan
non_dfu,wound_main-1104.jpg,-4.3,Brown
non_dfu,wound_main-1105.jpg,15.17,Tan
non_dfu,wound_main-1106.jpg,8.23,Brown
non_dfu,wound_main-1107.jpg,56.83,Very Light
non_dfu,wound_main-1108.jpg,42.69,Light
non_dfu,wound_main-1109.jpg,-3.22,Brown
non_dfu,wound_main-1110.jpg,-70.61,Dark
non_dfu,wound_main-1111.jpg,-70.61,Dark
non_dfu,wound_main-1112.jpg,-74.94,Dark
non_dfu,wound_main-1113.jpg,27.95,Tan
non_dfu,wound_main-1114.jpg,22.45,Tan
non_dfu,wound_main-1115.jpg,19.75,Tan
non_dfu,wound_main-1116.jpg,-51.36,Dark
non_dfu,wound_main-1117.jpg,-76.8,Dark
non_dfu,wound_main-1118.jpg,-71.99,Dark
non_dfu,wound_main-1119.jpg,-44.47,Dark
non_dfu,wound_main-1120.jpg,-72.39,Dark
non_dfu,wound_main-1121.jpg,-44.27,Dark
non_dfu,wound_main-1122.jpg,-75.17,Dark
non_dfu,wound_main-1123.jpg,-63.06,Dark
non_dfu,wound_main-1124.jpg,40.33,Intermediate
non_dfu,wound_main-1125.jpg,-2.07,Brown
non_dfu,wound_main-1126.jpg,-4.44,Brown
non_dfu,wound_main-1127.jpg,-61.84,Dark
non_dfu,wound_main-1128.jpg,16.93,Tan
non_dfu,wound_main-1129.jpg,21.5,Tan
non_dfu,wound_main-1130.jpg,12.51,Tan
non_dfu,wound_main-1131.jpg,39.74,Intermediate
non_dfu,wound_main-1132.jpg,-53.38,Dark
non_dfu,wound_main-1133.jpg,-57.54,Dark
non_dfu,wound_main-1134.jpg,-30.98,Dark
non_dfu,wound_main-1135.jpg,-12.84,Brown
non_dfu,wound_main-1136.jpg,43.55,Light
non_dfu,wound_main-1137.jpg,-55.04,Dark
non_dfu,wound_main-1138.jpg,-40.41,Dark
non_dfu,wound_main-1139.jpg,-29.64,Brown
non_dfu,wound_main-1140.jpg,-56.94,Dark
non_dfu,wound_main-1141.jpg,32.81,Intermediate
non_dfu,wound_main-1142.jpg,66.22,Very Light
non_dfu,wound_main-1143.jpg,-73.39,Dark
non_dfu,wound_main-1144.jpg,-28.32,Brown
non_dfu,wound_main-1145.jpg,-14.55,Brown
non_dfu,wound_main-1146.jpg,22.68,Tan
non_dfu,wound_main-1147.jpg,-42.26,Dark
non_dfu,wound_main-1148.jpg,-25.84,Brown
non_dfu,wound_main-1149.jpg,-8.63,Brown
non_dfu,wound_main-1150.jpg,21.31,Tan
non_dfu,wound_main-1151.jpg,-64.3,Dark
non_dfu,wound_main-1152.jpg,49.44,Light
non_dfu,wound_main-1153.jpg,21.94,Tan
non_dfu,wound_main-1154.jpg,-18.84,Brown
non_dfu,wound_main-1155.jpg,-34.97,Dark
non_dfu,wound_main-1156.jpg,14.81,Tan
non_dfu,wound_main-1157.jpg,5.8,Brown
non_dfu,wound_main-1158.jpg,-16.57,Brown
non_dfu,wound_main-1159.jpg,-15.28,Brown
non_dfu,wound_main-1160.jpg,-96.38,Dark
non_dfu,wound_main-1161.jpg,64.37,Very Light
non_dfu,wound_main-1162.jpg,62.57,Very Light
non_dfu,wound_main-1163.jpg,-70.22,Dark
non_dfu,wound_main-1164.jpg,-60.87,Dark
non_dfu,wound_main-1165.jpg,9.91,Brown
non_dfu,wound_main-1166.jpg,-41.72,Dark
non_dfu,wound_main-1167.jpg,6.28,Brown
non_dfu,wound_main-1168.jpg,-48.7,Dark
non_dfu,wound_main-1169.jpg,-59.69,Dark
non_dfu,wound_main-1170.jpg,-57.88,Dark
non_dfu,wound_main-1171.jpg,-55.77,Dark
non_dfu,wound_main-1172.jpg,0.32,Brown
non_dfu,wound_main-1173.jpg,-70.34,Dark
non_dfu,wound_main-1174.jpg,-73.86,Dark
non_dfu,wound_main-1175.jpg,-21.42,Brown
non_dfu,wound_main-1176.jpg,-62.52,Dark
non_dfu,wound_main-1177.jpg,48.23,Light
non_dfu,wound_main-1178.jpg,-43.41,Dark
non_dfu,wound_main-1179.jpg,58.59,Very Light
non_dfu,wound_main-1180.jpg,8.54,Brown
non_dfu,wound_main-1181.jpg,-18.61,Brown
non_dfu,wound_main-1182.jpg,71.44,Very Light
non_dfu,wound_main-1183.jpg,-66.28,Dark
non_dfu,wound_main-1184.jpg,27.82,Tan
non_dfu,wound_main-1185.jpg,-11.8,Brown
non_dfu,wound_main-1186.jpg,55.08,Very Light
non_dfu,wound_main-1187.jpg,-41.76,Dark
non_dfu,wound_main-1188.jpg,41.93,Light
non_dfu,wound_main-1189.jpg,-46.32,Dark
non_dfu,wound_main-1190.jpg,-51.68,Dark
non_dfu,wound_main-1191.jpg,-91.2,Dark
non_dfu,wound_main-1192.jpg,34.17,Intermediate
non_dfu,wound_main-1193.jpg,-11.52,Brown
non_dfu,wound_main-1194.jpg,-86.29,Dark
non_dfu,wound_main-1195.jpg,-20.73,Brown
non_dfu,wound_main-1196.jpg,14.26,Tan
non_dfu,wound_main-1197.jpg,-73.02,Dark
non_dfu,wound_main-1198.jpg,14.65,Tan
non_dfu,wound_main-1199.jpg,-46.97,Dark
non_dfu,wound_main-1200.jpg,18.5,Tan
non_dfu,wound_main-1201.jpg,-8.12,Brown
non_dfu,wound_main-1202.jpg,-50.89,Dark
non_dfu,wound_main-1203.jpg,30.43,Intermediate
non_dfu,wound_main-1204.jpg,30.28,Intermediate
non_dfu,wound_main-1205.jpg,28.36,Intermediate
non_dfu,wound_main-1206.jpg,38.0,Intermediate
non_dfu,wound_main-1207.jpg,21.68,Tan
non_dfu,wound_main-1208.jpg,33.67,Intermediate
non_dfu,wound_main-1209.jpg,-42.38,Dark
non_dfu,wound_main-1210.jpg,-77.06,Dark
non_dfu,wound_main-1211.jpg,-9.33,Brown
non_dfu,wound_main-1212.jpg,17.62,Tan
non_dfu,wound_main-1213.jpg,28.86,Intermediate
non_dfu,wound_main-1214.jpg,31.43,Intermediate
non_dfu,wound_main-1215.jpg,-24.33,Brown
non_dfu,wound_main-1216.jpg,-24.33,Brown
non_dfu,wound_main-1217.jpg,-58.59,Dark
non_dfu,wound_main-1218.jpg,43.3,Light
non_dfu,wound_main-1219.jpg,-40.31,Dark
non_dfu,wound_main-1220.jpg,71.68,Very Light
non_dfu,wound_main-1221.jpg,-94.67,Dark
non_dfu,wound_main-1222.jpg,-16.0,Brown
non_dfu,wound_main-1223.jpg,62.75,Very Light
non_dfu,wound_main-1224.jpg,-3.32,Brown
non_dfu,wound_main-1225.jpg,16.51,Tan
non_dfu,wound_main-1226.jpg,-2.17,Brown
non_dfu,wound_main-1227.jpg,-18.44,Brown
non_dfu,wound_main-1228.jpg,-33.08,Dark
non_dfu,wound_main-1229.jpg,71.64,Very Light
non_dfu,wound_main-1230.jpg,32.84,Intermediate
non_dfu,wound_main-1231.jpg,-32.21,Dark
non_dfu,wound_main-1232.jpg,-64.81,Dark
non_dfu,wound_main-1233.jpg,29.89,Intermediate
non_dfu,wound_main-1234.jpg,-10.96,Brown
non_dfu,wound_main-1235.jpg,19.39,Tan
non_dfu,wound_main-1236.jpg,-28.45,Brown
non_dfu,wound_main-1237.jpg,43.02,Light
non_dfu,wound_main-1238.jpg,4.67,Brown
non_dfu,wound_main-1239.jpg,-11.79,Brown
non_dfu,wound_main-1240.jpg,-19.94,Brown
non_dfu,wound_main-1241.jpg,48.53,Light
non_dfu,wound_main-1242.jpg,19.95,Tan
non_dfu,wound_main-1243.jpg,28.96,Intermediate
non_dfu,wound_main-1244.jpg,-67.95,Dark
non_dfu,wound_main-1245.jpg,13.84,Tan
non_dfu,wound_main-1246.jpg,68.87,Very Light
non_dfu,wound_main-1247.jpg,52.62,Light
non_dfu,wound_main-1248.jpg,-71.98,Dark
non_dfu,wound_main-1249.jpg,7.24,Brown
non_dfu,wound_main-1250.jpg,-89.5,Dark
non_dfu,wound_main-1251.jpg,-5.57,Brown
non_dfu,wound_main-1252.jpg,0.46,Brown
non_dfu,wound_main-1253.jpg,-21.84,Brown
non_dfu,wound_main-1254.jpg,13.86,Tan
non_dfu,wound_main-1255.jpg,-47.2,Dark
non_dfu,wound_main-1256.jpg,28.51,Intermediate
non_dfu,wound_main-1257.jpg,15.64,Tan
non_dfu,wound_main-1258.jpg,-70.66,Dark
non_dfu,wound_main-1259.jpg,94.15,Very Light
non_dfu,wound_main-1260.jpg,7.43,Brown
non_dfu,wound_main-1261.jpg,-51.8,Dark
non_dfu,wound_main-1262.jpg,13.17,Tan
non_dfu,wound_main-1263.jpg,66.25,Very Light
non_dfu,wound_main-1264.jpg,-13.62,Brown
non_dfu,wound_main-1265.jpg,51.97,Light
non_dfu,wound_main-1266.jpg,-47.02,Dark
non_dfu,wound_main-1267.jpg,81.71,Very Light
non_dfu,wound_main-1268.jpg,67.07,Very Light
non_dfu,wound_main-1269.jpg,4.43,Brown
non_dfu,wound_main-1270.jpg,-10.1,Brown
non_dfu,wound_main-1271.jpg,-75.51,Dark
non_dfu,wound_main-1272.jpg,9.11,Brown
non_dfu,wound_main-1273.jpg,24.22,Tan
non_dfu,wound_main-1274.jpg,-73.18,Dark
non_dfu,wound_main-1275.jpg,-10.22,Brown
non_dfu,wound_main-1276.jpg,25.38,Tan
non_dfu,wound_main-1277.jpg,-53.87,Dark
non_dfu,wound_main-1278.jpg,-60.42,Dark
non_dfu,wound_main-1279.jpg,-31.16,Dark
non_dfu,wound_main-1280.jpg,40.38,Intermediate
non_dfu,wound_main-1281.jpg,-37.45,Dark
non_dfu,wound_main-1282.jpg,85.74,Very Light
non_dfu,wound_main-1283.jpg,-66.51,Dark
non_dfu,wound_main-1284.jpg,5.21,Brown
non_dfu,wound_main-1285.jpg,35.06,Intermediate
non_dfu,wound_main-1286.jpg,13.78,Tan
non_dfu,wound_main-1287.jpg,-39.49,Dark
non_dfu,wound_main-1288.jpg,8.59,Brown
non_dfu,wound_main-1289.jpg,27.22,Tan
non_dfu,wound_main-1290.jpg,72.91,Very Light
non_dfu,wound_main-1291.jpg,9.02,Brown
non_dfu,wound_main-1292.jpg,45.18,Light
non_dfu,wound_main-1293.jpg,42.96,Light
non_dfu,wound_main-1294.jpg,-53.36,Dark
non_dfu,wound_main-1295.jpg,63.81,Very Light
non_dfu,wound_main-1296.jpg,-13.05,Brown
non_dfu,wound_main-1297.jpg,-0.22,Brown
non_dfu,wound_main-1298.jpg,19.76,Tan
non_dfu,wound_main-1299.jpg,50.93,Light
non_dfu,wound_main-1300.jpg,-56.41,Dark
non_dfu,wound_main-1301.jpg,-65.52,Dark
non_dfu,wound_main-1302.jpg,72.21,Very Light
non_dfu,wound_main-1303.jpg,22.98,Tan
non_dfu,wound_main-1304.jpg,43.3,Light
non_dfu,wound_main-1305.jpg,-40.82,Dark
non_dfu,wound_main-1306.jpg,-44.36,Dark
non_dfu,wound_main-1307.jpg,-13.05,Brown
non_dfu,wound_main-1308.jpg,67.21,Very Light
non_dfu,wound_main-1309.jpg,1.97,Brown
non_dfu,wound_main-1310.jpg,40.16,Intermediate
non_dfu,wound_main-1311.jpg,-13.97,Brown
non_dfu,wound_main-1312.jpg,80.28,Very Light
non_dfu,wound_main-1313.jpg,10.15,Tan
non_dfu,wound_main-1314.jpg,-64.3,Dark
non_dfu,wound_main-1315.jpg,-59.88,Dark
non_dfu,wound_main-1316.jpg,7.25,Brown
non_dfu,wound_main-1317.jpg,6.66,Brown
non_dfu,wound_main-1318.jpg,18.5,Tan
non_dfu,wound_main-1319.jpg,-67.21,Dark
non_dfu,wound_main-1320.jpg,0.48,Brown
non_dfu,wound_main-1321.jpg,14.8,Tan
non_dfu,wound_main-1322.jpg,43.45,Light
non_dfu,wound_main-1323.jpg,10.42,Tan
non_dfu,wound_main-1324.jpg,31.47,Intermediate
non_dfu,wound_main-1325.jpg,-79.81,Dark
non_dfu,wound_main-1326.jpg,-1.47,Brown
non_dfu,wound_main-1327.jpg,48.86,Light
non_dfu,wound_main-1328.jpg,-21.6,Brown
non_dfu,wound_main-1329.jpg,9.74,Brown
non_dfu,wound_main-1330.jpg,-22.1,Brown
non_dfu,wound_main-1331.jpg,39.02,Intermediate
non_dfu,wound_main-1332.jpg,75.87,Very Light
non_dfu,wound_main-1333.jpg,-49.93,Dark
non_dfu,wound_main-1334.jpg,-67.76,Dark
non_dfu,wound_main-1335.jpg,-51.98,Dark
non_dfu,wound_main-1336.jpg,86.92,Very Light
non_dfu,wound_main-1337.jpg,41.03,Light
non_dfu,wound_main-1338.jpg,31.74,Intermediate
non_dfu,wound_main-1339.jpg,-13.48,Brown
non_dfu,wound_main-1340.jpg,-26.74,Brown
non_dfu,wound_main-1341.jpg,39.17,Intermediate
non_dfu,wound_main-1342.jpg,-87.45,Dark
non_dfu,wound_main-1343.jpg,48.08,Light
non_dfu,wound_main-1344.jpg,33.48,Intermediate
non_dfu,wound_main-1345.jpg,48.54,Light
non_dfu,wound_main-1346.jpg,35.96,Intermediate
non_dfu,wound_main-1347.jpg,20.75,Tan
non_dfu,wound_main-1348.jpg,-51.34,Dark
non_dfu,wound_main-1349.jpg,-65.79,Dark
non_dfu,wound_main-1350.jpg,-56.43,Dark
non_dfu,wound_main-1351.jpg,-46.45,Dark
non_dfu,wound_main-1352.jpg,-60.08,Dark
non_dfu,wound_main-1353.jpg,60.2,Very Light
non_dfu,wound_main-1354.jpg,45.03,Light
non_dfu,wound_main-1355.jpg,-25.96,Brown
non_dfu,wound_main-1356.jpg,65.15,Very Light
non_dfu,wound_main-1357.jpg,6.65,Brown
non_dfu,wound_main-1358.jpg,15.79,Tan
non_dfu,wound_main-1359.jpg,-63.73,Dark
non_dfu,wound_main-1360.jpg,58.98,Very Light
non_dfu,wound_main-1361.jpg,58.7,Very Light
non_dfu,wound_main-1362.jpg,-3.55,Brown
non_dfu,wound_main-1363.jpg,-65.85,Dark
non_dfu,wound_main-1364.jpg,51.15,Light
non_dfu,wound_main-1365.jpg,-24.64,Brown
non_dfu,wound_main-1366.jpg,-0.79,Brown
non_dfu,wound_main-1367.jpg,5.69,Brown
non_dfu,wound_main-1368.jpg,-7.96,Brown
non_dfu,wound_main-1369.jpg,37.62,Intermediate
non_dfu,wound_main-1370.jpg,-62.08,Dark
non_dfu,wound_main-1371.jpg,-82.12,Dark
non_dfu,wound_main-1372.jpg,73.3,Very Light
non_dfu,wound_main-1373.jpg,-57.38,Dark
non_dfu,wound_main-1374.jpg,55.2,Very Light
non_dfu,wound_main-1375.jpg,-65.01,Dark
non_dfu,wound_main-1376.jpg,-57.13,Dark
non_dfu,wound_main-1377.jpg,-19.28,Brown
non_dfu,wound_main-1378.jpg,-35.28,Dark
non_dfu,wound_main-1379.jpg,-2.18,Brown
non_dfu,wound_main-1380.jpg,43.43,Light
non_dfu,wound_main-1381.jpg,-67.62,Dark
non_dfu,wound_main-1382.jpg,25.54,Tan
non_dfu,wound_main-1383.jpg,35.95,Intermediate
non_dfu,wound_main-1384.jpg,71.47,Very Light
non_dfu,wound_main-1385.jpg,62.87,Very Light
non_dfu,wound_main-1386.jpg,77.44,Very Light
non_dfu,wound_main-1387.jpg,-27.86,Brown
non_dfu,wound_main-1388.jpg,27.28,Tan
non_dfu,wound_main-1389.jpg,-0.1,Brown
non_dfu,wound_main-1390.jpg,42.45,Light
non_dfu,wound_main-1391.jpg,7.89,Brown
non_dfu,wound_main-1392.jpg,-81.83,Dark
non_dfu,wound_main-1393.jpg,-33.53,Dark
non_dfu,wound_main-1394.jpg,-69.2,Dark
non_dfu,wound_main-1395.jpg,27.6,Tan
non_dfu,wound_main-1396.jpg,-2.59,Brown
non_dfu,wound_main-1397.jpg,67.79,Very Light
non_dfu,wound_main-1398.jpg,-11.61,Brown
non_dfu,wound_main-1399.jpg,-9.06,Brown
non_dfu,wound_main-1400.jpg,17.4,Tan
non_dfu,wound_main-1401.jpg,77.4,Very Light
non_dfu,wound_main-1402.jpg,66.33,Very Light
non_dfu,wound_main-1403.jpg,-24.5,Brown
non_dfu,wound_main-1404.jpg,-32.83,Dark
non_dfu,wound_main-1405.jpg,18.64,Tan
non_dfu,wound_main-1406.jpg,54.43,Light
non_dfu,wound_main-1407.jpg,-61.53,Dark
non_dfu,wound_main-1408.jpg,-150.82,Dark
non_dfu,wound_main-1409.jpg,40.32,Intermediate
non_dfu,wound_main-1410.jpg,34.21,Intermediate
non_dfu,wound_main-1411.jpg,-25.72,Brown
non_dfu,wound_main-1412.jpg,-67.0,Dark
non_dfu,wound_main-1413.jpg,-60.3,Dark
non_dfu,wound_main-1414.jpg,19.88,Tan
non_dfu,wound_main-1415.jpg,-3.57,Brown
non_dfu,wound_main-1416.jpg,8.44,Brown
non_dfu,wound_main-1417.jpg,-28.37,Brown
non_dfu,wound_main-1418.jpg,5.11,Brown
non_dfu,wound_main-1419.jpg,39.3,Intermediate
non_dfu,wound_main-1420.jpg,-15.38,Brown
non_dfu,wound_main-1421.jpg,-89.97,Dark
non_dfu,wound_main-1422.jpg,8.45,Brown
non_dfu,wound_main-1423.jpg,10.46,Tan
non_dfu,wound_main-1424.jpg,45.01,Light
non_dfu,wound_main-1425.jpg,21.75,Tan
non_dfu,wound_main-1426.jpg,-56.22,Dark
non_dfu,wound_main-1427.jpg,15.18,Tan
non_dfu,wound_main-1428.jpg,-2.14,Brown
non_dfu,wound_main-1429.jpg,-49.06,Dark
non_dfu,wound_main-1430.jpg,23.34,Tan
non_dfu,wound_main-1431.jpg,20.35,Tan
non_dfu,wound_main-1432.jpg,28.04,Intermediate
non_dfu,wound_main-1433.jpg,-4.68,Brown
non_dfu,wound_main-1434.jpg,53.28,Light
non_dfu,wound_main-1435.jpg,28.78,Intermediate
